tanggal,tempMin,tempMax,tempRata,kelembaban,curahHujan,sinarMatahari,kecepatanAngin,arahAngin,anginRata,arahAnginBanyak
1/1/2016,26.00,,29.30,86.00,17.70,4.10,3.00,220.00,1.00,N 
1/3/2016,26.00,32.70,28.90,89.00,15.50,3.20,2.00,340.00,0.00,N 
1/4/2016,26.00,32.70,27.70,90.00,8.50,5.20,3.00,200.00,1.00,N 
1/5/2016,26.00,32.40,28.00,89.00,3.80,2.70,3.00,100.00,1.00,N 
1/6/2016,24.00,32.30,29.00,87.00,17.20,1.50,4.00,120.00,2.00,N 
1/11/2016,26.00,32.30,27.80,91.00,7.30,1.80,4.00,350.00,1.00,N 
1/12/2016,25.00,,28.60,86.00,35.00,5.30,5.00,70.00,2.00,E 
1/13/2016,27.00,32.50,29.80,80.00,0.00,2.20,5.00,80.00,2.00,E 
1/16/2016,27.00,32.90,30.40,78.00,0.00,10.00,3.00,150.00,2.00,E 
1/17/2016,26.00,32.00,29.50,86.00,0.00,9.80,4.00,140.00,1.00,N 
1/18/2016,26.00,32.90,28.70,87.00,0.40,1.70,5.00,230.00,1.00,N 
1/19/2016,26.00,33.20,29.40,87.00,33.00,2.30,4.00,320.00,1.00,N 
1/20/2016,27.00,30.20,28.00,90.00,12.80,3.70,9.00,260.00,2.00,NW
1/21/2016,25.00,30.50,26.80,93.00,75.50,2.30,6.00,340.00,1.00,N 
1/22/2016,,30.30,27.80,91.00,30.70,0.20,3.00,100.00,1.00,N 
1/23/2016,25.00,30.10,27.50,90.00,5.00,0.40,8.00,320.00,2.00,N 
1/24/2016,24.00,28.20,26.30,92.00,36.30,0.60,5.00,270.00,2.00,N 
1/25/2016,25.00,31.30,26.40,92.00,10.00,0.00,11.00,300.00,2.00,N 
1/26/2016,24.00,31.50,27.90,89.00,10.50,1.20,3.00,330.00,1.00,N 
1/27/2016,25.00,32.70,28.70,85.00,0.00,1.10,5.00,310.00,2.00,N 
1/28/2016,25.00,33.40,28.70,85.00,4.10,4.80,5.00,270.00,1.00,N 
1/31/2016,26.00,31.50,28.10,88.00,15.30,3.00,10.00,280.00,3.00,NW
2/1/2016,26.00,31.90,29.40,84.00,16.50,2.90,7.00,290.00,3.00,NW
2/2/2016,28.00,29.00,27.20,91.00,1.20,4.20,12.00,340.00,4.00,NW
2/3/2016,25.00,31.50,28.80,84.00,60.90,0.00,6.00,260.00,2.00,W 
2/4/2016,25.00,31.40,28.10,88.00,5.00,5.30,6.00,290.00,2.00,NW
2/5/2016,26.00,28.90,26.80,94.00,0.40,3.70,6.00,250.00,2.00,NW
2/6/2016,26.00,32.50,29.10,86.00,22.20,0.00,4.00,250.00,1.00,N 
2/7/2016,27.00,30.80,27.80,92.00,0.00,9.80,11.00,270.00,2.00,NW
2/8/2016,26.00,30.60,27.60,91.00,2.00,2.50,12.00,210.00,2.00,NW
2/9/2016,25.00,27.90,26.90,94.00,7.10,0.40,4.00,260.00,1.00,N 
2/10/2016,26.00,27.40,26.50,94.00,32.40,0.00,6.00,270.00,2.00,NW
2/11/2016,25.00,27.70,26.10,92.00,63.70,0.00,4.00,310.00,3.00,NW
2/12/2016,25.00,28.40,25.70,96.00,23.10,0.00,3.00,310.00,2.00,NW
2/13/2016,25.00,31.90,28.10,89.00,30.30,0.20,6.00,270.00,2.00,N 
2/14/2016,25.00,33.50,29.10,85.00,3.20,6.90,3.00,200.00,1.00,N 
2/16/2016,24.00,31.40,27.10,92.00,57.00,0.00,7.00,290.00,1.00,N 
2/17/2016,25.00,31.20,27.50,89.00,16.90,6.20,4.00,320.00,2.00,NW
2/18/2016,25.00,32.80,30.00,79.00,2.10,7.80,4.00,240.00,2.00,N 
2/20/2016,26.00,30.20,27.90,86.00,0.20,5.80,4.00,310.00,1.00,N 
2/21/2016,25.00,30.90,26.10,91.00,0.10,0.20,4.00,40.00,1.00,N 
2/22/2016,25.00,31.00,27.20,90.00,106.50,2.60,5.00,290.00,2.00,N 
2/23/2016,25.00,29.90,26.40,91.00,112.00,1.90,6.00,310.00,2.00,NW
2/24/2016,25.00,30.10,27.10,91.00,6.20,1.30,6.00,310.00,2.00,NW
2/25/2016,25.00,30.90,27.90,86.00,28.30,2.20,10.00,260.00,4.00,NW
2/26/2016,25.00,30.20,27.90,86.00,3.50,4.00,7.00,330.00,3.00,NW
2/27/2016,26.00,31.30,27.40,88.00,0.20,1.30,6.00,210.00,4.00,NW
2/28/2016,25.00,31.20,27.40,86.00,24.20,1.20,6.00,300.00,4.00,W 
2/29/2016,25.00,28.30,26.10,92.00,17.40,4.30,7.00,260.00,3.00,NW
3/1/2016,25.00,29.90,26.80,93.00,30.20,0.00,3.00,320.00,1.00,NW
3/2/2016,25.00,30.30,26.20,92.00,56.00,1.30,5.00,300.00,2.00,NW
3/3/2016,25.00,31.70,28.60,88.00,22.80,1.80,5.00,280.00,2.00,NW
3/4/2016,25.00,32.20,28.70,87.00,1.80,10.20,5.00,250.00,3.00,NW
3/5/2016,27.00,29.80,28.00,87.00,0.20,8.90,4.00,280.00,1.00,N 
3/6/2016,26.00,29.80,27.80,91.00,34.00,1.10,7.00,240.00,1.00,N 
3/7/2016,26.00,31.80,28.90,86.00,36.00,0.70,4.00,150.00,1.00,N 
3/10/2016,26.00,32.90,29.60,81.00,8.10,6.40,4.00,320.00,1.00,N 
3/12/2016,26.00,32.60,28.60,86.00,0.60,7.60,5.00,250.00,2.00,N 
3/13/2016,26.00,32.40,27.90,86.00,7.80,4.40,4.00,270.00,2.00,NW
3/14/2016,27.00,30.40,28.20,85.00,0.30,2.50,3.00,310.00,1.00,NW
3/15/2016,26.00,32.60,29.50,85.00,21.10,1.20,4.00,240.00,2.00,N 
3/16/2016,25.00,31.10,27.60,88.00,56.10,7.60,8.00,280.00,2.00,NW
3/17/2016,26.00,31.70,29.20,84.00,10.30,1.00,4.00,260.00,2.00,NW
3/18/2016,26.00,30.90,27.70,89.00,1.90,0.20,4.00,320.00,2.00,NW
3/20/2016,25.00,32.80,28.80,87.00,16.00,5.10,3.00,230.00,1.00,N 
3/21/2016,25.00,32.10,28.50,88.00,8.60,6.50,4.00,300.00,1.00,N 
3/22/2016,25.00,33.20,29.00,85.00,0.90,5.40,3.00,180.00,1.00,N 
3/23/2016,26.00,32.10,28.70,85.00,0.00,9.20,4.00,300.00,2.00,NW
3/24/2016,26.00,31.50,28.80,86.00,6.30,5.30,2.00,300.00,1.00,N 
3/25/2016,26.00,32.60,28.60,87.00,3.10,3.40,3.00,300.00,1.00,N 
3/27/2016,26.00,32.80,28.80,84.00,13.60,7.50,3.00,30.00,1.00,N 
3/28/2016,26.00,31.10,28.60,88.00,0.00,8.50,2.00,320.00,1.00,NE
3/29/2016,26.00,29.60,27.90,89.00,5.90,2.70,4.00,250.00,1.00,N 
3/30/2016,25.00,31.70,28.90,81.00,1.40,1.40,3.00,250.00,1.00,N 
3/31/2016,25.00,28.90,26.20,93.00,5.90,5.40,3.00,320.00,1.00,N 
4/1/2016,24.00,30.70,26.60,92.00,63.40,0.30,5.00,310.00,1.00,N 
4/2/2016,25.00,,27.30,91.00,30.50,5.80,5.00,120.00,1.00,N 
4/3/2016,25.00,32.20,28.90,86.00,12.50,6.00,4.00,120.00,2.00,E 
4/4/2016,26.00,31.70,28.80,81.00,0.00,10.30,5.00,130.00,2.00,E 
4/5/2016,26.00,32.60,30.10,78.00,3.10,5.80,4.00,60.00,2.00,N 
4/6/2016,26.00,32.30,29.20,81.00,0.00,10.40,6.00,100.00,2.00,E 
4/7/2016,25.00,32.30,28.80,85.00,2.00,6.30,4.00,140.00,1.00,N 
4/8/2016,26.00,33.20,29.50,85.00,30.00,5.90,3.00,300.00,1.00,N 
4/10/2016,26.00,32.50,28.30,87.00,11.90,7.10,2.00,340.00,0.00,N 
4/13/2016,25.00,31.50,27.90,86.00,21.30,3.90,3.00,140.00,1.00,N 
4/14/2016,26.00,29.90,28.10,88.00,4.30,5.30,4.00,140.00,2.00,E 
4/15/2016,27.00,25.90,28.40,84.00,23.10,0.50,4.00,350.00,1.00,N 
4/16/2016,26.00,31.50,27.90,87.00,5.30,0.00,5.00,100.00,2.00,E 
4/18/2016,27.00,32.20,29.00,88.00,0.10,9.90,3.00,50.00,1.00,N 
4/20/2016,26.00,31.70,28.70,85.00,30.30,1.20,9.00,100.00,3.00,E 
4/21/2016,26.00,29.90,27.30,82.00,1.20,3.70,6.00,80.00,3.00,E 
4/22/2016,26.00,31.60,28.30,87.00,7.80,0.10,6.00,50.00,3.00,E 
4/23/2016,27.00,31.90,28.40,85.00,13.40,2.20,7.00,70.00,3.00,E 
4/24/2016,26.00,31.50,27.90,86.00,23.30,1.80,6.00,100.00,3.00,E 
4/25/2016,26.00,30.70,27.60,86.00,1.50,6.10,9.00,120.00,3.00,E 
4/26/2016,26.00,28.30,27.10,90.00,34.60,2.90,6.00,40.00,1.00,N 
4/27/2016,25.00,28.70,27.50,83.00,17.60,0.00,4.00,130.00,2.00,N 
4/28/2016,25.00,31.90,28.90,84.00,69.00,0.20,6.00,100.00,3.00,E 
5/1/2016,25.00,31.30,28.60,84.00,3.30,10.00,5.00,120.00,2.00,E 
5/2/2016,26.00,31.90,29.60,82.00,5.30,4.80,5.00,130.00,2.00,E 
5/12/2016,27.00,32.60,29.30,82.00,0.70,9.80,10.00,60.00,4.00,E 
5/13/2016,27.00,32.30,30.30,79.00,5.40,7.80,10.00,90.00,6.00,E 
5/14/2016,29.00,32.30,31.40,74.00,0.00,8.90,5.00,110.00,2.00,E 
5/15/2016,27.00,32.50,29.80,84.00,2.00,5.60,4.00,120.00,2.00,E 
5/16/2016,27.00,32.20,29.50,84.00,2.80,8.10,7.00,130.00,2.00,N 
5/17/2016,27.00,32.20,28.50,88.00,8.40,5.40,6.00,110.00,2.00,E 
5/18/2016,27.00,32.00,30.40,77.00,14.30,3.70,7.00,90.00,3.00,E 
5/20/2016,28.00,32.40,30.10,80.00,0.70,9.70,6.00,70.00,2.00,E 
5/22/2016,28.00,32.00,29.30,83.00,0.60,8.80,5.00,110.00,2.00,E 
5/23/2016,27.00,32.60,28.80,86.00,0.70,3.70,5.00,80.00,2.00,E 
5/25/2016,28.00,32.30,30.20,75.00,0.00,8.50,8.00,100.00,5.00,E 
5/27/2016,26.00,30.80,27.10,88.00,12.60,7.50,12.00,330.00,2.00,E 
5/28/2016,25.00,31.50,28.90,83.00,25.20,0.80,8.00,110.00,3.00,E 
5/29/2016,27.00,30.80,28.70,84.00,4.60,5.30,8.00,110.00,2.00,N 
5/30/2016,25.00,30.10,26.00,92.00,3.80,3.90,4.00,80.00,1.00,N 
5/31/2016,25.00,31.60,28.20,86.00,69.20,0.70,2.00,210.00,1.00,N 
6/5/2016,26.00,32.70,28.50,79.00,0.80,7.00,4.00,90.00,1.00,N 
6/7/2016,26.00,32.00,29.10,82.00,22.60,6.40,4.00,120.00,2.00,E 
6/8/2016,26.00,32.10,29.60,79.00,2.40,9.40,6.00,90.00,3.00,E 
6/9/2016,28.00,31.90,29.60,79.00,0.00,8.60,5.00,100.00,2.00,E 
6/14/2016,26.00,28.90,27.20,87.00,5.40,8.20,6.00,110.00,3.00,E 
6/15/2016,25.00,30.50,29.40,79.00,37.00,0.00,10.00,80.00,4.00,E 
6/16/2016,26.00,31.10,27.80,86.00,19.40,8.10,7.00,70.00,3.00,E 
6/17/2016,26.00,31.40,29.30,81.00,7.90,5.30,6.00,110.00,3.00,E 
6/18/2016,27.00,31.60,28.30,85.00,1.10,7.10,6.00,140.00,2.00,N 
6/19/2016,25.00,27.10,25.10,94.00,57.70,5.30,4.00,270.00,1.00,N 
6/20/2016,24.00,30.70,27.60,88.00,83.60,0.00,2.00,130.00,0.00,N 
6/29/2016,24.00,31.00,27.80,84.00,21.00,0.00,4.00,100.00,1.00,N 
7/1/2016,26.00,30.70,27.90,90.00,4.90,8.90,4.00,140.00,2.00,E 
7/2/2016,27.00,31.30,29.40,81.00,7.00,3.20,8.00,100.00,3.00,E 
7/5/2016,28.00,31.30,29.40,74.00,0.00,10.40,6.00,110.00,4.00,E 
7/6/2016,28.00,31.10,29.20,74.00,0.00,10.20,8.00,120.00,6.00,E 
7/8/2016,26.00,31.20,29.20,75.00,1.10,7.10,8.00,100.00,4.00,E 
7/13/2016,26.00,30.90,28.50,81.00,0.00,6.60,6.00,90.00,3.00,E 
7/14/2016,27.00,31.10,28.80,81.00,0.00,5.90,6.00,100.00,3.00,E 
7/17/2016,26.00,31.40,28.60,82.00,3.90,5.30,4.00,130.00,2.00,E 
7/18/2016,26.00,30.00,27.90,87.00,3.30,8.60,3.00,100.00,2.00,E 
7/19/2016,25.00,30.00,27.70,86.00,10.50,2.30,7.00,110.00,3.00,E 
7/20/2016,26.00,27.80,25.90,92.00,8.00,3.70,3.00,60.00,1.00,N 
7/21/2016,23.00,30.80,27.10,85.00,39.30,0.00,4.00,110.00,2.00,E 
7/24/2016,26.00,30.80,28.70,78.00,0.30,7.10,6.00,100.00,3.00,E 
7/26/2016,27.00,30.70,28.80,74.00,0.00,10.80,7.00,100.00,4.00,E 
7/28/2016,28.00,30.70,28.80,73.00,0.90,8.30,11.00,110.00,5.00,E 
7/31/2016,27.00,30.50,28.60,73.00,0.00,7.20,6.00,110.00,4.00,E 
8/6/2016,26.00,31.30,28.90,80.00,0.00,8.20,6.00,110.00,2.00,E 
8/7/2016,25.00,31.60,28.70,80.00,0.00,10.10,5.00,140.00,2.00,E 
8/16/2016,28.00,30.90,29.00,73.00,0.00,9.40,14.00,90.00,6.00,E 
8/23/2016,26.00,30.80,28.30,75.00,0.30,9.30,6.00,120.00,3.00,E 
8/28/2016,27.00,31.30,29.20,79.00,0.00,10.00,7.00,110.00,3.00,E 
8/29/2016,28.00,31.30,29.20,79.00,0.00,9.30,6.00,110.00,3.00,E 
9/1/2016,28.00,31.40,29.40,76.00,0.00,9.80,5.00,140.00,3.00,E 
9/7/2016,28.00,31.90,29.50,74.00,0.00,10.10,7.00,110.00,4.00,E 
9/8/2016,28.00,31.50,29.40,76.00,0.00,10.30,6.00,130.00,4.00,E 
9/12/2016,26.00,31.70,29.20,72.00,0.00,10.10,5.00,120.00,3.00,SE
9/16/2016,27.00,32.00,29.20,77.00,0.00,7.00,5.00,100.00,3.00,E 
9/20/2016,25.00,31.80,28.20,86.00,15.50,5.10,4.00,120.00,2.00,E 
9/22/2016,25.00,30.00,27.20,88.00,6.70,2.90,3.00,50.00,0.00,N 
9/23/2016,25.00,31.40,27.40,85.00,17.80,3.00,3.00,150.00,1.00,N 
9/25/2016,25.00,31.10,28.30,85.00,15.40,0.80,5.00,110.00,2.00,N 
9/26/2016,26.00,31.30,28.70,84.00,3.40,7.70,2.00,140.00,0.00,N 
9/27/2016,26.00,32.10,29.90,78.00,2.00,8.10,5.00,130.00,1.00,N 
9/30/2016,28.00,31.90,28.90,82.00,3.10,7.90,5.00,180.00,2.00,N 
10/1/2016,26.00,33.10,30.00,79.00,3.10,6.10,4.00,270.00,1.00,N 
10/2/2016,26.00,30.50,27.60,88.00,0.00,8.80,4.00,50.00,1.00,N 
10/3/2016,25.00,32.10,28.70,84.00,74.60,2.10,6.00,240.00,1.00,N 
10/4/2016,25.00,32.70,29.00,81.00,0.10,9.20,4.00,130.00,1.00,N 
10/8/2016,27.00,29.10,27.10,87.00,2.20,0.00,7.00,100.00,2.00,E 
10/9/2016,25.00,29.90,27.00,89.00,60.50,0.00,5.00,150.00,2.00,E 
10/10/2016,25.00,30.10,28.30,82.00,35.40,0.80,5.00,80.00,2.00,N 
10/11/2016,25.00,29.70,27.20,89.00,7.60,2.70,3.00,100.00,1.00,E 
10/12/2016,25.00,32.20,29.30,82.00,56.30,1.20,4.00,130.00,1.00,N 
10/13/2016,26.00,30.10,27.60,87.00,0.70,7.40,5.00,100.00,1.00,E 
10/16/2016,26.00,31.90,29.80,77.00,0.00,,5.00,100.00,2.00,E 
10/18/2016,26.00,32.10,30.00,73.00,0.00,10.50,6.00,130.00,3.00,E 
10/19/2016,27.00,32.00,29.90,76.00,0.00,11.00,6.00,100.00,3.00,E 
10/20/2016,28.00,32.30,30.50,77.00,0.00,4.20,6.00,100.00,4.00,E 
10/21/2016,25.00,29.50,26.20,89.00,9.60,,5.00,50.00,2.00,E 
10/22/2016,25.00,30.00,27.30,86.00,10.20,0.00,4.00,80.00,2.00,E 
10/23/2016,25.00,29.80,24.80,94.00,23.00,1.40,2.00,120.00,0.00,N 
10/24/2016,24.00,29.50,27.10,88.00,26.00,0.60,7.00,300.00,1.00,N 
10/25/2016,24.00,31.00,27.30,82.00,19.80,0.60,3.00,110.00,1.00,N 
10/26/2016,25.00,32.00,28.80,84.00,7.00,1.80,4.00,220.00,1.00,N 
10/27/2016,25.00,31.70,27.90,84.00,15.30,5.80,3.00,260.00,1.00,N 
10/28/2016,25.00,31.30,26.80,86.00,6.90,0.00,3.00,320.00,1.00,N 
10/29/2016,25.00,31.70,29.30,80.00,0.30,4.50,3.00,130.00,1.00,N 
11/1/2016,25.00,32.50,28.40,83.00,3.00,9.50,3.00,150.00,1.00,N 
11/2/2016,26.00,32.30,28.40,82.00,0.00,5.20,3.00,140.00,1.00,N 
11/3/2016,25.00,33.00,29.60,81.00,0.00,4.90,2.00,250.00,1.00,N 
11/4/2016,26.00,33.40,29.50,82.00,0.00,7.00,3.00,260.00,1.00,N 
11/7/2016,25.00,31.90,27.60,87.00,2.50,7.40,6.00,60.00,2.00,N 
11/8/2016,25.00,32.50,29.20,82.00,1.40,1.10,3.00,130.00,1.00,N 
11/10/2016,26.00,31.60,27.90,86.00,2.90,0.00,4.00,40.00,1.00,N 
11/11/2016,24.00,31.90,28.50,81.00,30.60,1.90,4.00,250.00,1.00,N 
11/12/2016,25.00,30.40,26.60,88.00,1.30,8.90,4.00,110.00,1.00,N 
11/13/2016,25.00,32.10,28.20,88.00,1.40,0.80,3.00,150.00,1.00,N 
11/14/2016,25.00,30.50,27.80,88.00,0.20,5.50,3.00,240.00,0.00,N 
11/15/2016,25.00,30.80,27.50,85.00,31.10,3.30,2.00,280.00,0.00,N 
11/16/2016,25.00,32.50,28.10,87.00,24.70,2.80,3.00,130.00,1.00,N 
11/18/2016,25.00,,29.30,81.00,1.90,4.70,4.00,120.00,1.00,N 
11/20/2016,28.00,33.00,30.70,75.00,1.40,9.10,5.00,120.00,3.00,E 
11/22/2016,25.00,28.30,25.80,90.00,24.20,2.00,2.00,100.00,0.00,N 
11/23/2016,25.00,31.90,28.40,85.00,5.10,0.00,4.00,130.00,1.00,N 
11/25/2016,,31.30,28.00,85.00,0.60,1.00,3.00,40.00,1.00,N 
11/27/2016,26.00,33.00,30.00,79.00,0.00,10.20,5.00,140.00,1.00,N 
11/28/2016,27.00,33.20,28.60,82.00,0.00,9.70,3.00,270.00,1.00,N 
11/29/2016,25.00,31.50,27.50,87.00,21.90,4.90,4.00,250.00,2.00,NW
11/30/2016,25.00,29.00,26.60,89.00,5.50,1.90,5.00,200.00,2.00,NW
12/1/2016,24.00,31.50,27.60,87.00,47.30,0.00,7.00,230.00,4.00,SW
12/2/2016,26.00,29.80,28.60,80.00,1.00,3.60,6.00,230.00,2.00,NW
12/3/2016,,32.20,28.90,81.00,29.30,0.00,3.00,240.00,1.00,SW
12/5/2016,26.00,29.10,26.30,91.00,1.30,1.00,6.00,310.00,2.00,NW
12/6/2016,25.00,29.40,27.10,85.00,65.70,0.10,6.00,290.00,2.00,N 
12/7/2016,26.00,30.50,27.50,90.00,0.80,0.00,3.00,280.00,2.00,NW
12/8/2016,25.00,,28.60,85.00,21.80,2.00,4.00,310.00,2.00,NW
12/9/2016,26.00,30.40,28.00,86.00,19.90,1.10,6.00,240.00,2.00,NW
12/10/2016,25.00,30.90,27.60,84.00,7.70,0.00,3.00,250.00,1.00,W 
12/11/2016,25.00,29.70,27.20,88.00,57.20,0.40,7.00,240.00,2.00,NW
12/12/2016,24.00,30.40,26.80,87.00,35.40,0.00,7.00,300.00,2.00,N 
12/14/2016,24.00,28.30,25.90,89.00,58.70,0.00,6.00,300.00,2.00,NW
12/15/2016,24.00,31.30,27.90,85.00,18.10,0.10,4.00,250.00,2.00,NW
12/16/2016,24.00,31.10,27.40,87.00,3.90,4.50,3.00,290.00,2.00,NW
12/19/2016,25.00,31.20,28.50,82.00,20.60,0.00,8.00,310.00,4.00,W 
12/20/2016,25.00,30.30,28.30,85.00,20.20,2.60,6.00,310.00,4.00,NW
12/21/2016,25.00,32.40,29.90,76.00,0.20,1.50,9.00,310.00,5.00,NW
12/23/2016,28.00,32.20,30.10,75.00,0.40,8.70,9.00,310.00,5.00,NW
12/24/2016,24.00,31.10,27.70,84.00,6.40,9.80,6.00,290.00,4.00,NW
12/25/2016,26.00,30.30,27.90,88.00,1.80,2.10,6.00,300.00,4.00,NW
12/26/2016,24.00,30.00,27.50,88.00,79.40,2.60,3.00,290.00,2.00,NW
12/27/2016,26.00,31.10,29.00,79.00,3.00,0.80,7.00,300.00,4.00,W 
12/28/2016,27.00,31.60,28.80,84.00,6.80,6.40,4.00,260.00,2.00,NW
12/29/2016,26.00,30.80,28.10,83.00,2.00,2.90,6.00,280.00,3.00,NW
12/30/2016,25.00,28.40,25.60,93.00,6.40,1.40,4.00,290.00,2.00,NW
12/31/2016,25.00,29.60,27.20,88.00,18.60,0.00,7.00,230.00,2.00,NW
1/1/2017,26.00,31.80,28.10,83.00,8.50,0.50,5.00,240.00,2.00,NW
1/2/2017,25.00,31.10,28.20,83.00,3.00,7.40,4.00,260.00,2.00,W 
1/3/2017,26.00,31.30,28.60,84.00,2.40,5.70,7.00,270.00,3.00,NW
1/5/2017,26.00,30.80,27.70,86.00,1.20,4.40,5.00,320.00,2.00,NW
1/6/2017,26.00,30.00,26.80,90.00,10.80,2.20,12.00,260.00,2.00,NW
1/7/2017,24.00,31.80,29.00,82.00,27.10,0.40,5.00,310.00,2.00,NW
1/9/2017,25.00,32.90,29.00,82.00,0.00,10.30,3.00,290.00,1.00,N 
1/12/2017,25.00,31.20,28.70,82.00,0.20,8.90,5.00,270.00,3.00,W 
1/13/2017,24.00,30.70,26.50,91.00,40.80,1.20,4.00,280.00,2.00,NW
1/14/2017,24.00,30.30,27.00,87.00,68.70,2.00,6.00,260.00,3.00,W 
1/15/2017,24.00,28.60,27.30,85.00,0.20,,7.00,310.00,2.00,NW
1/16/2017,25.00,28.50,25.00,92.00,2.10,0.00,7.00,280.00,2.00,NW
1/17/2017,24.00,27.60,25.20,92.00,58.30,0.00,4.00,300.00,1.00,NW
1/18/2017,24.00,31.20,27.70,88.00,2.20,0.00,3.00,250.00,1.00,N 
1/20/2017,26.00,31.80,28.10,85.00,6.70,5.60,4.00,250.00,2.00,W 
1/21/2017,25.00,32.20,28.30,84.00,0.00,6.10,6.00,240.00,2.00,NW
1/23/2017,25.00,29.10,26.60,88.00,31.80,6.30,5.00,300.00,2.00,NW
1/24/2017,24.00,30.40,26.20,90.00,16.00,0.00,5.00,280.00,2.00,NW
1/25/2017,24.00,30.50,26.20,89.00,14.20,2.50,9.00,290.00,4.00,NW
1/26/2017,24.00,30.00,27.30,82.00,8.90,1.50,6.00,300.00,3.00,NW
1/28/2017,25.00,30.20,27.30,87.00,12.50,7.60,8.00,300.00,5.00,NW
1/29/2017,25.00,25.70,24.90,94.00,41.50,1.30,7.00,310.00,3.00,NW
1/30/2017,24.00,29.30,26.90,89.00,76.30,0.00,5.00,270.00,1.00,N 
1/31/2017,25.00,30.00,26.20,90.00,10.60,2.30,5.00,290.00,2.00,W 
2/1/2017,25.00,29.80,27.10,87.00,7.10,0.90,11.00,270.00,4.00,NW
2/2/2017,24.00,29.30,27.20,82.00,9.60,3.40,8.00,290.00,4.00,NW
2/3/2017,23.00,29.10,25.90,90.00,38.60,1.00,7.00,270.00,4.00,W 
2/4/2017,24.00,30.40,28.50,80.00,13.80,0.00,8.00,310.00,5.00,NW
2/5/2017,24.00,29.50,27.10,86.00,38.40,7.80,7.00,300.00,5.00,NW
2/6/2017,25.00,30.50,27.60,85.00,4.40,0.30,10.00,310.00,6.00,NW
2/7/2017,25.00,30.60,28.50,78.00,14.20,5.40,9.00,310.00,6.00,NW
2/8/2017,27.00,29.40,27.80,82.00,0.30,6.20,7.00,290.00,5.00,NW
2/9/2017,25.00,29.80,27.80,82.00,9.20,0.20,6.00,320.00,4.00,NW
