tanggal,tempMin,tempMax,tempRata,kelembaban,curahHujan,sinarMatahari,kecepatanAngin,arahAngin,anginRata,arahAnginBanyak
2/19/2019,24.30,31.30,28.10,85.00,3.20,7.60,2.00,120.00,0.00,C 
2/20/2019,24.00,30.90,27.90,88.00,8.90,7.90,3.00,130.00,1.00,C 
2/21/2019,24.60,30.90,27.80,84.00,64.70,5.20,2.00,130.00,0.00,C 
2/23/2019,24.60,31.60,28.00,87.00,14.70,8.00,3.00,230.00,1.00,C 
2/24/2019,24.00,32.00,28.60,81.00,0.00,8.70,4.00,20.00,1.00,C 
2/25/2019,25.40,32.50,27.90,86.00,0.00,8.70,3.00,160.00,0.00,C 
2/26/2019,25.50,32.30,30.10,76.00,3.60,8.50,5.00,110.00,2.00,E 
2/27/2019,24.80,32.40,30.20,74.00,0.00,11.00,6.00,120.00,2.00,E 
2/28/2019,25.70,32.10,28.40,86.00,0.00,7.80,5.00,50.00,1.00,C 
3/1/2019,25.60,31.40,28.20,88.00,1.60,5.20,3.00,90.00,1.00,C 
3/2/2019,23.80,31.60,27.70,89.00,9.10,3.70,4.00,240.00,1.00,C 
3/3/2019,24.80,31.70,28.10,86.00,32.10,3.30,4.00,250.00,1.00,C 
3/4/2019,23.80,30.50,26.10,90.00,48.90,6.00,2.00,240.00,0.00,C 
3/5/2019,23.20,32.60,28.30,84.00,0.50,3.30,8.00,250.00,2.00,W 
3/6/2019,24.60,28.60,25.40,90.00,20.60,8.00,5.00,290.00,3.00,W 
3/7/2019,23.70,31.00,26.10,87.00,23.50,0.00,6.00,280.00,2.00,C 
3/8/2019,23.80,31.50,27.90,84.00,35.30,0.00,4.00,250.00,1.00,C 
3/9/2019,22.90,32.00,27.90,83.00,13.80,6.00,4.00,250.00,1.00,C 
3/10/2019,23.80,33.20,27.80,82.00,17.90,5.00,4.00,250.00,1.00,C 
3/11/2019,23.40,31.60,27.90,86.00,0.00,10.00,4.00,280.00,1.00,C 
3/12/2019,25.80,31.10,26.80,90.00,0.00,4.80,5.00,240.00,1.00,C 
3/13/2019,23.70,30.00,26.50,88.00,65.90,3.20,6.00,230.00,1.00,C 
3/14/2019,24.00,31.80,27.80,86.00,13.50,3.10,4.00,250.00,2.00,W 
3/15/2019,23.20,32.20,28.70,84.00,10.80,5.80,6.00,250.00,3.00,W 
3/16/2019,24.80,30.60,28.10,83.00,18.00,6.80,6.00,240.00,3.00,NW
3/17/2019,24.20,31.00,27.20,87.00,37.90,2.20,6.00,280.00,2.00,W 
3/18/2019,23.70,30.30,26.70,86.00,68.70,5.60,6.00,230.00,2.00,W 
3/19/2019,23.90,31.20,27.70,86.00,14.50,3.80,6.00,290.00,3.00,NW
3/20/2019,25.40,31.30,28.30,84.00,1.20,7.00,6.00,280.00,3.00,W 
3/21/2019,25.90,31.80,28.60,86.00,2.30,8.20,15.00,310.00,3.00,NW
3/22/2019,26.80,31.20,29.00,82.00,0.00,8.30,6.00,280.00,3.00,NW
3/23/2019,26.40,31.30,28.20,86.00,2.00,4.80,6.00,270.00,3.00,NW
3/24/2019,23.70,30.70,26.70,88.00,50.00,3.30,5.00,240.00,2.00,NW
3/25/2019,24.00,31.60,29.30,84.00,5.30,4.70,5.00,310.00,2.00,C 
3/26/2019,25.60,32.20,28.60,85.00,0.00,8.60,3.00,220.00,1.00,C 
3/28/2019,25.00,32.40,26.90,89.00,2.40,1.10,4.00,230.00,1.00,C 
3/29/2019,24.60,32.20,28.70,83.00,8.40,0.00,3.00,250.00,1.00,C 
3/30/2019,24.20,32.60,28.50,86.00,0.00,10.40,3.00,120.00,1.00,C 
4/4/2019,25.00,31.50,28.30,85.00,0.00,5.90,3.00,160.00,1.00,C 
4/6/2019,25.50,32.20,28.60,86.00,0.40,5.90,3.00,210.00,1.00,C 
4/8/2019,26.20,32.10,29.10,86.00,1.50,10.80,4.00,250.00,1.00,C 
4/9/2019,26.20,31.50,29.10,86.00,0.00,2.90,5.00,240.00,1.00,C 
4/10/2019,25.60,32.50,29.30,86.00,15.20,7.50,5.00,270.00,2.00,W 
4/11/2019,25.20,32.20,28.90,85.00,0.20,5.20,4.00,260.00,1.00,C 
4/12/2019,25.00,31.50,28.60,86.00,0.00,6.90,4.00,40.00,1.00,C 
4/13/2019,25.70,31.90,28.50,88.00,3.00,3.80,4.00,80.00,1.00,C 
4/14/2019,25.30,30.50,27.40,89.00,8.00,3.40,4.00,110.00,1.00,C 
4/15/2019,24.90,31.50,28.20,87.00,1.20,0.30,3.00,40.00,1.00,C 
4/16/2019,25.20,31.80,28.80,86.00,1.00,5.70,4.00,70.00,1.00,C 
4/17/2019,24.70,32.00,28.90,83.00,0.00,7.40,3.00,140.00,1.00,C 
4/18/2019,25.10,31.90,28.10,85.00,0.00,9.00,5.00,80.00,3.00,E 
4/19/2019,26.60,32.10,30.40,75.00,16.70,6.30,7.00,110.00,4.00,E 
4/22/2019,26.40,32.10,29.80,77.00,1.20,9.50,6.00,120.00,5.00,E 
4/25/2019,26.80,32.00,29.70,80.00,0.50,1.40,5.00,110.00,2.00,E 
4/26/2019,27.00,32.20,29.80,79.00,0.00,9.00,5.00,110.00,2.00,E 
4/27/2019,27.80,31.80,29.80,78.00,0.00,10.40,4.00,100.00,2.00,E 
4/29/2019,25.20,27.80,26.10,96.00,59.40,0.40,2.00,140.00,0.00,C 
4/30/2019,24.40,31.00,28.20,86.00,15.80,0.80,2.00,160.00,0.00,C 
5/2/2019,25.10,31.70,28.90,82.00,31.60,6.30,3.00,50.00,1.00,C 
5/4/2019,26.80,31.60,28.60,87.00,0.20,10.50,3.00,110.00,1.00,C 
5/5/2019,26.00,32.40,29.40,83.00,36.50,5.30,4.00,120.00,1.00,C 
5/6/2019,26.00,32.60,29.20,85.00,0.00,10.10,3.00,130.00,1.00,C 
5/7/2019,25.00,32.30,29.70,80.00,0.00,8.90,5.00,100.00,1.00,E 
5/10/2019,27.00,31.60,29.00,79.00,2.80,2.50,6.00,110.00,3.00,E 
5/12/2019,28.00,31.60,30.20,74.00,0.00,8.50,6.00,120.00,4.00,E 
5/15/2019,27.00,31.60,29.70,75.00,2.40,5.90,5.00,110.00,4.00,E 
5/16/2019,28.00,31.50,29.90,74.00,0.00,10.20,5.00,110.00,3.00,E 
5/19/2019,28.00,31.40,29.80,73.00,0.00,6.80,7.00,130.00,4.00,E 
5/20/2019,28.00,31.50,29.70,77.00,0.00,10.60,5.00,120.00,4.00,E 
5/21/2019,27.00,32.20,30.20,74.00,0.00,10.00,6.00,130.00,4.00,E 
5/24/2019,27.00,31.50,30.10,72.00,12.50,2.20,10.00,90.00,5.00,E 
5/25/2019,28.00,31.00,29.50,74.00,0.00,10.50,6.00,130.00,4.00,SE
5/27/2019,28.00,31.40,29.70,74.00,0.00,6.70,6.00,100.00,4.00,E 
6/1/2019,27.00,30.80,29.20,75.00,0.60,7.90,5.00,130.00,4.00,SE
6/3/2019,26.00,31.80,29.30,78.00,0.00,4.60,4.00,150.00,1.00,C 
6/5/2019,27.00,31.20,29.30,77.00,0.00,2.30,5.00,110.00,4.00,E 
6/6/2019,28.00,31.60,29.50,77.00,0.00,9.40,5.00,100.00,4.00,E 
6/7/2019,28.00,31.20,29.40,78.00,0.00,9.60,6.00,110.00,4.00,E 
6/8/2019,28.00,31.40,29.20,78.00,0.00,10.00,5.00,130.00,2.00,E 
6/9/2019,28.00,31.60,29.70,76.00,0.00,6.30,4.00,130.00,3.00,SE
6/10/2019,28.00,32.40,29.50,77.00,6.80,6.40,4.00,100.00,2.00,E 
6/12/2019,28.00,31.30,29.50,76.00,0.00,9.60,5.00,130.00,3.00,SE
6/14/2019,25.00,28.40,25.90,94.00,14.50,0.70,3.00,140.00,1.00,C 
6/15/2019,25.00,31.20,28.70,80.00,24.00,0.00,6.00,110.00,4.00,E 
6/16/2019,27.00,30.60,28.80,73.00,0.00,4.70,6.00,130.00,4.00,E 
6/17/2019,26.00,30.20,28.70,72.00,0.00,9.80,6.00,120.00,4.00,E 
6/18/2019,27.00,30.40,28.10,72.00,0.00,9.80,8.00,110.00,4.00,E 
6/19/2019,27.00,30.40,28.60,70.00,0.00,10.70,5.00,130.00,3.00,SE
6/20/2019,27.00,31.60,28.40,74.00,0.00,9.90,5.00,130.00,3.00,E 
6/21/2019,27.00,30.40,28.30,75.00,0.00,5.50,6.00,100.00,3.00,E 
6/23/2019,27.00,30.60,28.50,77.00,0.00,8.10,7.00,100.00,4.00,E 
6/24/2019,27.00,30.50,28.40,75.00,0.00,9.70,5.00,130.00,4.00,E 
6/25/2019,27.00,30.40,28.30,76.00,0.00,8.80,7.00,120.00,4.00,E 
6/26/2019,27.00,30.00,28.20,76.00,0.60,7.70,6.00,100.00,4.00,E 
6/27/2019,27.00,30.00,28.20,73.00,0.00,9.00,5.00,120.00,3.00,E 
6/28/2019,27.00,29.80,27.70,77.00,0.00,10.50,6.00,100.00,4.00,E 
6/29/2019,26.00,29.20,27.50,73.00,0.00,9.00,8.00,120.00,5.00,E 
6/30/2019,26.00,29.80,27.60,67.00,0.00,10.20,5.00,130.00,3.00,E 
7/1/2019,26.00,29.80,27.80,72.00,0.00,10.30,5.00,130.00,3.00,E 
7/2/2019,27.00,30.60,28.10,78.00,0.00,9.80,5.00,110.00,3.00,E 
7/3/2019,26.00,30.50,28.40,78.00,0.00,7.30,6.00,130.00,3.00,E 
7/4/2019,27.00,30.20,27.90,82.00,0.00,4.20,7.00,130.00,3.00,E 
7/5/2019,26.00,30.20,28.40,78.00,0.20,5.00,8.00,100.00,4.00,E 
7/6/2019,26.00,29.70,27.90,79.00,0.00,9.20,6.00,100.00,5.00,E 
7/7/2019,27.00,30.10,28.10,73.00,0.00,7.00,8.00,100.00,5.00,E 
7/8/2019,26.00,29.60,27.90,72.00,0.00,9.40,6.00,110.00,4.00,E 
7/9/2019,26.00,29.20,27.40,75.00,0.00,10.70,6.00,140.00,3.00,SE
7/10/2019,26.00,30.20,27.90,75.00,0.00,9.40,6.00,110.00,4.00,E 
7/11/2019,27.00,29.60,27.80,74.00,0.00,9.10,6.00,110.00,4.00,E 
7/13/2019,26.00,30.20,27.80,71.00,0.00,9.50,5.00,90.00,3.00,E 
7/14/2019,26.00,30.20,27.40,71.00,0.00,10.70,7.00,130.00,4.00,E 
7/15/2019,25.00,29.50,27.50,71.00,0.00,10.10,6.00,130.00,4.00,E 
7/16/2019,26.00,30.20,28.00,71.00,0.00,9.30,5.00,110.00,3.00,SE
7/17/2019,26.00,30.00,27.70,72.00,0.00,9.70,6.00,130.00,3.00,E 
7/18/2019,26.00,30.10,28.10,77.00,0.00,10.20,7.00,110.00,4.00,E 
7/19/2019,27.00,29.10,27.80,80.00,0.00,8.00,7.00,110.00,4.00,SE
7/22/2019,25.00,29.70,27.50,76.00,0.00,9.00,6.00,130.00,4.00,SE
7/23/2019,26.00,30.20,28.00,69.00,0.00,9.00,6.00,120.00,4.00,E 
7/24/2019,26.00,30.10,27.80,76.00,0.00,9.40,6.00,90.00,4.00,E 
7/25/2019,26.00,29.70,27.90,71.00,0.00,8.00,7.00,120.00,4.00,E 
7/26/2019,26.00,31.60,27.40,76.00,0.00,10.50,5.00,110.00,3.00,E 
7/27/2019,25.00,30.20,27.80,74.00,0.00,10.40,6.00,120.00,4.00,E 
7/28/2019,26.00,30.10,27.40,79.00,0.00,10.20,5.00,110.00,3.00,E 
7/29/2019,,30.00,27.60,74.00,0.00,10.00,6.00,110.00,3.00,E 
7/30/2019,26.00,30.00,27.50,74.00,0.00,9.30,6.00,120.00,4.00,SE
7/31/2019,26.00,29.80,27.50,74.00,0.00,9.30,6.00,120.00,4.00,E 
8/1/2019,26.00,30.20,28.00,72.00,0.00,9.40,9.00,130.00,5.00,E 
8/2/2019,26.00,29.60,27.60,74.00,0.00,10.30,7.00,110.00,5.00,E 
8/3/2019,26.00,29.90,27.70,72.00,0.00,10.70,6.00,120.00,4.00,E 
8/4/2019,,30.20,27.40,70.00,0.00,9.90,5.00,120.00,4.00,SE
8/5/2019,26.00,29.30,27.10,69.00,0.00,9.80,5.00,140.00,3.00,E 
8/6/2019,25.00,29.40,27.50,71.00,0.00,9.10,4.00,120.00,3.00,E 
8/7/2019,25.00,29.40,27.20,75.00,0.00,9.00,4.00,110.00,3.00,E 
8/8/2019,25.00,30.00,27.60,73.00,0.00,9.80,4.00,90.00,3.00,E 
8/9/2019,26.00,30.30,27.50,77.00,0.00,10.50,6.00,110.00,4.00,E 
8/10/2019,26.00,30.40,27.30,77.00,0.00,10.30,7.00,110.00,4.00,E 
8/11/2019,26.00,29.60,27.10,78.00,0.00,0.00,6.00,110.00,4.00,E 
8/12/2019,25.00,29.70,27.90,78.00,0.00,10.00,8.00,100.00,4.00,E 
8/13/2019,25.00,32.00,27.70,78.00,0.00,9.50,8.00,110.00,5.00,E 
8/14/2019,26.00,29.30,27.80,78.00,0.00,8.70,7.00,110.00,4.00,E 
8/15/2019,24.00,30.00,27.70,79.00,0.00,9.80,6.00,110.00,4.00,E 
8/16/2019,26.00,29.60,27.50,80.00,0.00,10.10,6.00,110.00,4.00,E 
8/17/2019,26.00,30.20,27.60,75.00,0.00,9.50,6.00,130.00,4.00,E 
8/18/2019,26.00,30.00,27.30,76.00,0.00,10.10,6.00,130.00,4.00,E 
8/19/2019,26.00,30.00,27.40,76.00,0.00,10.40,4.00,150.00,3.00,SE
8/21/2019,26.00,29.60,27.80,75.00,0.00,10.40,7.00,120.00,5.00,E 
8/22/2019,26.00,30.20,28.30,72.00,0.00,9.70,6.00,110.00,4.00,E 
8/23/2019,25.00,29.50,27.20,78.00,0.00,8.20,6.00,110.00,4.00,E 
8/25/2019,26.00,30.10,27.80,79.00,0.00,9.90,5.00,110.00,3.00,E 
8/26/2019,26.00,30.20,28.00,78.00,0.00,10.00,4.00,110.00,3.00,E 
8/28/2019,26.00,29.80,27.50,74.00,0.00,9.30,6.00,110.00,4.00,E 
8/29/2019,26.00,29.90,27.60,71.00,0.00,8.00,7.00,110.00,5.00,E 
8/30/2019,26.00,29.70,28.00,70.00,0.00,,7.00,110.00,5.00,E 
8/31/2019,26.00,30.00,27.70,72.00,0.00,9.30,7.00,120.00,4.00,E 
9/1/2019,26.00,29.80,27.60,76.00,0.00,9.00,6.00,100.00,4.00,E 
9/2/2019,26.00,30.20,27.80,78.00,0.00,9.60,7.00,130.00,4.00,E 
9/3/2019,26.00,30.00,27.80,75.00,0.00,9.60,6.00,110.00,4.00,E 
9/4/2019,26.00,29.60,27.50,77.00,0.00,,6.00,110.00,4.00,E 
9/5/2019,26.00,30.00,27.50,75.00,0.00,9.10,5.00,110.00,3.00,E 
9/6/2019,26.00,30.50,27.60,73.00,0.00,10.10,6.00,100.00,3.00,E 
9/7/2019,26.00,31.40,27.70,74.00,0.00,8.90,6.00,110.00,4.00,E 
9/8/2019,26.00,30.40,28.10,76.00,0.00,10.00,6.00,130.00,4.00,E 
9/9/2019,26.00,31.30,28.00,77.00,0.00,9.80,6.00,130.00,4.00,E 
9/10/2019,26.00,30.20,28.20,68.00,0.00,9.50,8.00,110.00,5.00,E 
9/11/2019,26.00,30.20,27.70,76.00,0.00,10.40,6.00,100.00,4.00,E 
9/12/2019,25.00,30.10,27.80,67.00,0.00,10.00,6.00,130.00,4.00,SE
9/13/2019,25.00,29.90,27.30,70.00,0.00,9.70,6.00,130.00,4.00,E 
9/14/2019,26.00,30.20,27.70,74.00,0.00,10.40,6.00,130.00,4.00,E 
9/15/2019,26.00,30.20,27.50,73.00,0.00,8.50,6.00,110.00,4.00,E 
9/16/2019,25.00,29.80,27.70,76.00,0.00,9.70,7.00,100.00,5.00,E 
9/17/2019,25.00,30.10,28.00,74.00,0.00,10.20,7.00,110.00,5.00,E 
9/18/2019,26.00,30.30,27.90,75.00,0.00,9.10,7.00,110.00,5.00,E 
9/19/2019,26.00,31.00,27.80,77.00,0.00,9.50,6.00,140.00,4.00,E 
9/20/2019,26.00,31.00,28.20,72.00,0.00,9.70,6.00,110.00,3.00,E 
9/21/2019,25.00,30.60,28.10,76.00,0.00,9.70,5.00,120.00,3.00,E 
9/22/2019,25.00,30.20,27.90,78.00,0.00,9.00,6.00,110.00,4.00,E 
9/23/2019,26.00,30.30,28.10,76.00,0.00,9.50,9.00,100.00,5.00,E 
9/24/2019,27.00,30.20,28.50,75.00,0.00,9.60,8.00,110.00,5.00,E 
9/25/2019,26.00,30.60,28.20,79.00,0.00,9.40,8.00,120.00,4.00,E 
9/26/2019,26.00,31.20,28.70,76.00,0.00,8.40,7.00,130.00,4.00,E 
9/27/2019,27.00,30.60,28.50,79.00,0.00,9.00,6.00,130.00,4.00,E 
9/28/2019,26.00,30.90,28.70,78.00,0.00,7.50,6.00,110.00,4.00,E 
9/30/2019,26.00,31.20,28.70,73.00,0.00,10.00,6.00,110.00,4.00,E 
10/1/2019,26.00,31.50,28.90,74.00,0.00,9.30,6.00,100.00,3.00,E 
10/2/2019,27.00,31.20,28.90,76.00,0.00,10.00,6.00,120.00,4.00,E 
10/3/2019,27.00,31.40,28.80,75.00,0.00,10.40,7.00,110.00,4.00,E 
10/4/2019,26.00,31.40,29.00,74.00,0.00,10.00,7.00,80.00,3.00,E 
10/5/2019,26.00,31.40,28.90,72.00,0.00,10.70,6.00,140.00,4.00,E 
10/6/2019,26.00,31.20,29.00,72.00,0.00,10.90,6.00,130.00,4.00,E 
10/7/2019,26.00,31.20,29.00,75.00,0.00,10.40,5.00,130.00,3.00,E 
10/8/2019,25.00,31.50,29.00,74.00,0.00,9.00,5.00,110.00,3.00,E 
10/9/2019,26.00,31.40,28.90,77.00,0.00,10.20,6.00,130.00,4.00,E 
10/10/2019,27.00,31.50,29.30,75.00,0.00,9.70,6.00,110.00,4.00,E 
10/11/2019,26.00,31.20,29.20,72.00,0.00,10.80,6.00,110.00,3.00,E 
10/12/2019,26.00,31.60,28.90,75.00,0.00,9.50,4.00,110.00,2.00,E 
10/13/2019,,31.60,29.10,73.00,0.00,9.30,5.00,110.00,3.00,E 
10/14/2019,25.00,31.60,29.10,76.00,0.00,10.10,5.00,120.00,3.00,E 
10/15/2019,27.00,32.10,29.10,76.00,0.00,10.40,5.00,100.00,3.00,E 
10/16/2019,27.00,31.80,29.00,74.00,0.00,9.60,5.00,100.00,3.00,E 
10/17/2019,27.00,32.00,29.20,74.00,0.00,7.00,6.00,120.00,4.00,E 
10/18/2019,27.00,31.80,29.20,73.00,0.00,9.10,5.00,120.00,3.00,E 
10/19/2019,28.00,32.40,29.60,76.00,0.00,10.20,5.00,100.00,4.00,E 
10/20/2019,27.00,31.50,29.20,73.00,0.00,10.70,6.00,110.00,4.00,E 
10/21/2019,27.00,33.80,29.70,73.00,0.00,10.60,6.00,110.00,4.00,E 
10/22/2019,27.00,32.30,30.00,73.00,0.00,10.20,6.00,120.00,4.00,E 
10/23/2019,27.00,32.40,29.70,74.00,0.00,11.20,6.00,130.00,3.00,E 
10/24/2019,27.00,32.20,29.80,72.00,0.00,11.00,5.00,140.00,3.00,E 
10/25/2019,27.00,31.50,29.50,72.00,0.00,9.70,7.00,130.00,3.00,E 
10/27/2019,25.00,32.40,29.00,77.00,0.00,10.30,5.00,100.00,2.00,E 
10/28/2019,26.00,32.30,29.50,73.00,0.00,7.40,3.00,150.00,1.00,C 
10/29/2019,25.00,32.50,29.40,76.00,0.00,9.30,5.00,130.00,1.00,C 
10/30/2019,27.00,32.50,30.10,70.00,0.00,10.20,4.00,130.00,2.00,SE
10/31/2019,27.00,32.80,30.20,72.00,0.00,10.80,4.00,140.00,2.00,SE
11/1/2019,26.00,33.00,30.00,76.00,0.00,11.00,4.00,100.00,1.00,C 
11/3/2019,26.00,32.10,27.90,83.00,1.30,4.30,3.00,160.00,1.00,C 
11/4/2019,24.00,32.10,27.90,85.00,19.10,7.20,3.00,110.00,1.00,C 
11/5/2019,25.00,32.40,28.10,76.00,0.20,9.40,3.00,130.00,0.00,C 
11/6/2019,25.00,33.60,29.90,74.00,0.00,10.70,5.00,250.00,1.00,C 
11/7/2019,25.00,32.60,30.20,76.00,0.00,10.20,4.00,150.00,1.00,C 
11/8/2019,25.00,33.00,30.00,76.00,0.00,10.30,3.00,250.00,1.00,C 
11/9/2019,26.00,33.40,29.20,76.00,0.00,10.80,3.00,230.00,1.00,C 
11/11/2019,25.00,33.20,31.10,72.00,0.60,7.90,4.00,140.00,2.00,E 
11/12/2019,26.00,32.60,28.50,82.00,5.10,11.00,6.00,60.00,3.00,E 
11/13/2019,26.00,32.40,30.00,73.00,10.80,5.10,7.00,70.00,3.00,E 
11/14/2019,27.00,32.90,30.20,76.00,0.00,6.10,5.00,110.00,1.00,C 
11/15/2019,24.00,32.80,29.80,76.00,0.00,6.00,3.00,210.00,1.00,C 
11/16/2019,26.00,32.80,30.30,72.00,0.00,11.00,4.00,130.00,2.00,E 
11/17/2019,28.00,33.20,30.80,73.00,0.00,11.00,5.00,100.00,3.00,E 
11/18/2019,28.00,32.90,30.80,72.00,0.00,10.50,6.00,120.00,3.00,E 
11/19/2019,26.00,32.80,29.80,74.00,0.00,10.90,4.00,140.00,2.00,C 
11/20/2019,25.00,33.20,29.40,79.00,0.00,9.00,3.00,140.00,1.00,C 
11/21/2019,26.00,32.90,30.00,75.00,0.00,9.70,3.00,130.00,1.00,E 
11/22/2019,26.00,32.90,30.40,72.00,0.00,9.70,5.00,130.00,2.00,E 
11/23/2019,26.00,33.10,30.10,74.00,0.00,10.10,4.00,140.00,2.00,E 
11/24/2019,27.00,33.40,30.80,71.00,0.00,9.80,4.00,120.00,1.00,C 
11/26/2019,26.00,34.00,30.20,74.00,0.00,10.90,3.00,230.00,1.00,C 
11/27/2019,25.00,33.40,29.90,72.00,0.00,7.60,4.00,140.00,1.00,C 
11/28/2019,26.00,33.70,30.00,75.00,0.00,11.20,4.00,130.00,2.00,E 
11/29/2019,28.00,33.50,31.50,71.00,0.00,9.70,5.00,110.00,2.00,E 
11/30/2019,25.00,33.80,31.30,73.00,0.00,10.60,5.00,120.00,2.00,E 
12/1/2019,27.00,33.40,30.90,71.00,10.40,10.00,4.00,110.00,1.00,C 
12/2/2019,25.00,34.30,30.60,75.00,0.00,10.30,4.00,230.00,2.00,NW
12/3/2019,25.00,33.80,28.60,80.00,20.00,10.30,5.00,220.00,2.00,NW
12/4/2019,24.00,33.60,30.80,74.00,0.00,7.00,4.00,300.00,2.00,SW
12/5/2019,25.00,32.20,28.10,84.00,5.20,5.50,2.00,240.00,1.00,C 
12/6/2019,25.00,33.30,29.90,79.00,0.00,6.60,3.00,130.00,1.00,C 
12/7/2019,26.00,33.70,30.40,74.00,0.00,7.10,4.00,140.00,1.00,C 
12/8/2019,26.00,33.60,31.00,76.00,0.00,8.80,2.00,200.00,1.00,SW
12/9/2019,26.00,33.80,30.40,72.00,0.00,8.70,3.00,230.00,1.00,C 
12/10/2019,26.00,34.00,30.10,75.00,0.00,8.30,3.00,220.00,1.00,SW
12/11/2019,27.00,32.50,29.20,78.00,0.00,10.00,4.00,80.00,1.00,C 
12/12/2019,26.00,32.20,28.50,80.00,0.00,2.40,4.00,20.00,1.00,C 
12/13/2019,25.00,33.30,29.10,82.00,1.30,3.80,3.00,250.00,1.00,C 
12/14/2019,26.00,32.50,28.60,83.00,3.90,7.00,3.00,250.00,1.00,C 
12/15/2019,25.00,31.50,27.80,89.00,12.50,4.60,4.00,250.00,0.00,C 
12/16/2019,25.00,30.00,27.40,85.00,37.80,3.70,3.00,80.00,1.00,C 
12/17/2019,25.00,30.60,27.40,86.00,11.00,1.40,5.00,20.00,1.00,C 
12/18/2019,25.00,32.80,28.90,83.00,20.40,2.20,3.00,320.00,1.00,C 
12/19/2019,26.00,32.60,29.60,81.00,0.00,10.70,3.00,250.00,1.00,W 
12/21/2019,26.00,33.30,29.80,82.00,0.00,9.00,5.00,260.00,1.00,NW
12/22/2019,27.00,29.60,27.30,86.00,1.20,8.10,6.00,110.00,1.00,NE
12/23/2019,24.00,30.30,27.20,86.00,133.60,0.60,3.00,280.00,1.00,C 
12/24/2019,24.00,32.10,27.60,89.00,3.20,1.50,3.00,230.00,1.00,C 
12/27/2019,,31.90,28.10,83.00,0.00,2.70,4.00,230.00,1.00,C 
12/28/2019,25.00,31.60,29.00,80.00,0.90,4.70,5.00,290.00,2.00,C 
12/29/2019,26.00,33.00,30.30,78.00,0.50,4.90,4.00,270.00,1.00,C 
12/30/2019,26.00,31.80,28.70,84.00,0.00,6.00,3.00,240.00,1.00,C 
12/31/2019,25.00,31.00,26.60,91.00,13.70,5.30,3.00,300.00,2.00,NW
